"educ_yrs","age","exper","month_interview","wealth_group","female","rural","earnings_usd","years_lived_elsewhere","christian_main","christian_evang","muslim","kikuyu"
12,21,3,2,3,1,0,69.7674418604651,15,0,1,0,0
8,32,18,5,2,1,1,69.7674418604651,20,1,0,0,0
15,34,13,4,3,1,1,69.7674418604651,23,0,1,0,0
7,27,14,5,3,1,1,69.7674418604651,23,1,0,0,0
7,27,14,5,3,1,1,69.7674418604651,27,1,0,0,0
7,31,18,5,3,1,1,69.7674418604651,15,1,0,0,0
15,23,2,5,3,1,1,69.7674418604651,23,0,1,0,0
12,43,25,5,2,1,1,69.7674418604651,43,1,0,0,0
12,21,3,4,5,1,0,69.7674418604651,21,1,0,0,0
11,48,31,6,3,1,0,69.7674418604651,30,1,0,0,0
5,34,23,6,2,1,1,69.7674418604651,17,1,0,0,0
15,23,2,6,4,1,1,69.7674418604651,22,0,1,0,0
12,26,8,6,3,1,1,69.7674418604651,26,1,0,0,0
8,37,23,5,4,1,0,69.7674418604651,36,1,0,0,0
13,26,7,3,4,1,1,69.7674418604651,25,0,1,0,0
12,48,30,3,2,1,1,69.7674418604651,25,0,1,0,0
12,33,15,3,4,1,1,69.7674418604651,33,1,0,0,0
8,31,17,4,2,1,1,69.7674418604651,31,1,0,0,0
12,19,1,5,1,1,1,69.7674418604651,19,1,0,0,0
12,31,13,4,4,1,1,69.7674418604651,23,0,1,0,0
4,34,24,4,4,1,1,69.7674418604651,31,0,1,0,0
12,44,26,3,4,1,1,69.7674418604651,32,0,1,0,0
10,25,9,3,1,1,1,69.7674418604651,25,1,0,0,0
6,20,8,3,1,1,1,69.7674418604651,19,1,0,0,0
12,21,3,3,1,1,1,69.7674418604651,18,1,0,0,0
8,37,23,2,1,1,1,69.7674418604651,21,1,0,0,0
10,21,5,2,2,1,1,69.7674418604651,19,0,1,0,0
7,40,27,2,3,1,1,69.7674418604651,17,1,0,0,0
10,40,24,2,3,1,1,69.7674418604651,26,0,1,0,0
7,34,21,2,2,1,1,69.7674418604651,27,1,0,0,0
15,26,5,2,2,1,1,69.7674418604651,26,1,0,0,0
7,31,18,2,3,1,1,69.7674418604651,31,0,1,0,0
12,37,19,3,4,1,1,69.7674418604651,21,1,0,0,0
0,35,29,3,2,1,0,69.7674418604651,20,0,0,0,0
8,33,19,3,5,1,0,69.7674418604651,33,1,0,0,0
5,36,25,6,2,1,1,69.7674418604651,16,1,0,0,0
14,26,6,7,2,1,1,69.7674418604651,26,0,1,0,0
7,27,14,2,2,1,1,69.7674418604651,27,0,1,0,0
7,37,24,2,1,1,1,69.7674418604651,37,0,1,0,0
7,44,31,2,3,1,1,69.7674418604651,44,0,1,0,0
11,17,0,4,5,1,1,69.7674418604651,17,1,0,0,0
1,35,28,6,1,1,1,69.7674418604651,35,1,0,0,0
12,26,8,4,2,1,1,69.7674418604651,26,1,0,0,0
8,25,11,4,3,1,0,69.7674418604651,18,0,1,0,0
12,26,8,4,4,1,0,69.7674418604651,26,0,1,0,0
12,33,15,5,2,1,1,69.7674418604651,23,1,0,0,0
7,30,17,5,4,1,1,69.7674418604651,30,1,0,0,0
5,32,21,5,3,1,0,69.7674418604651,22,0,1,0,0
15,30,9,6,5,1,0,69.7674418604651,30,1,0,0,0
11,24,7,6,2,1,1,69.7674418604651,24,0,1,0,0
11,28,11,3,4,1,1,69.7674418604651,28,1,0,0,0
3,41,32,3,1,1,1,69.7674418604651,41,0,1,0,0
12,24,6,3,3,1,1,69.7674418604651,24,0,1,0,0
8,21,7,3,3,1,1,69.7674418604651,21,0,1,0,0
12,47,29,3,2,1,1,69.7674418604651,47,0,1,0,0
11,32,15,6,1,1,1,69.7674418604651,32,1,0,0,0
8,26,12,6,3,1,1,69.7674418604651,26,1,0,0,0
8,35,21,7,3,1,1,69.7674418604651,35,1,0,0,0
11,41,24,2,3,1,1,69.7674418604651,18,1,0,0,1
7,31,18,3,1,1,1,69.7674418604651,31,0,1,0,0
6,18,6,3,5,1,1,69.7674418604651,18,1,0,0,0
11,37,20,3,4,1,1,69.7674418604651,22,0,1,0,0
8,32,18,3,4,1,1,69.7674418604651,32,0,1,0,0
12,23,5,3,2,1,1,69.7674418604651,16,1,0,0,0
5,39,28,3,2,1,1,69.7674418604651,29,1,0,0,0
7,24,11,3,1,1,1,69.7674418604651,24,0,1,0,0
7,23,10,2,4,1,1,69.7674418604651,23,0,1,0,0
9,19,4,2,2,1,1,69.7674418604651,19,1,0,0,0
8,37,23,6,2,1,1,69.7674418604651,37,1,0,0,0
12,32,14,6,3,1,1,69.7674418604651,25,1,0,0,0
5,16,5,5,5,1,0,69.7674418604651,15,0,0,1,0
0,38,32,5,4,1,0,69.7674418604651,37,0,0,1,0
15,20,-1,5,5,1,0,69.7674418604651,20,1,0,0,0
8,28,14,6,4,1,0,69.7674418604651,28,0,1,0,0
12,29,11,5,5,1,0,69.7674418604651,21,0,1,0,0
12,19,1,5,5,1,0,69.7674418604651,19,0,1,0,0
11,45,28,5,3,1,1,69.7674418604651,45,1,0,0,0
14,27,7,5,3,1,1,69.7674418604651,27,1,0,0,0
0,41,35,5,4,1,1,69.7674418604651,41,0,1,0,0
7,35,22,5,3,1,1,69.7674418604651,17,0,1,0,0
14,26,6,3,3,1,1,69.7674418604651,26,0,1,0,0
6,18,6,6,1,1,1,69.7674418604651,18,1,0,0,0
4,24,14,5,1,1,0,69.7674418604651,24,0,1,0,0
8,30,16,5,3,1,0,69.7674418604651,30,0,1,0,0
8,37,23,6,3,1,0,69.7674418604651,27,0,1,0,0
3,41,32,6,4,1,0,69.7674418604651,41,0,1,0,0
8,17,3,7,1,1,1,69.7674418604651,17,0,1,0,0
7,22,9,3,3,1,1,69.7674418604651,22,1,0,0,0
7,29,16,3,1,1,1,69.7674418604651,29,1,0,0,0
8,28,14,3,2,1,1,69.7674418604651,28,0,1,0,0
6,36,24,3,2,1,1,69.7674418604651,36,0,1,0,0
12,48,30,4,4,1,1,69.7674418604651,43,1,0,0,0
7,37,24,4,4,1,0,69.7674418604651,37,1,0,0,0
12,35,17,4,4,1,0,69.7674418604651,34,1,0,0,0
8,22,8,6,1,1,0,69.7674418604651,22,0,1,0,0
8,21,7,4,4,1,1,69.7674418604651,21,1,0,0,0
11,31,14,4,3,1,1,69.7674418604651,26,1,0,0,0
8,36,22,3,3,1,1,69.7674418604651,29,1,0,0,0
8,24,10,4,3,1,0,69.7674418604651,23,0,1,0,0
8,32,18,4,4,1,0,69.7674418604651,22,1,0,0,0
8,43,29,3,4,1,0,69.7674418604651,28,1,0,0,0
8,32,18,3,5,1,0,69.7674418604651,19,1,0,0,0
12,28,10,4,5,1,0,69.7674418604651,26,1,0,0,1
12,37,19,4,4,1,0,69.7674418604651,7,1,0,0,0
10,20,4,4,5,1,0,69.7674418604651,20,1,0,0,0
0,43,37,5,3,1,1,69.7674418604651,31,0,1,0,0
4,40,30,7,5,1,1,69.7674418604651,38,1,0,0,0
7,22,9,3,1,1,1,69.7674418604651,22,1,0,0,0
6,25,13,3,2,1,1,69.7674418604651,17,1,0,0,0
0,40,34,3,1,1,1,69.7674418604651,40,1,0,0,0
7,24,11,3,4,1,0,69.7674418604651,19,1,0,0,0
7,44,31,5,2,1,1,69.7674418604651,44,1,0,0,0
8,31,17,6,4,1,0,69.7674418604651,21,0,1,0,0
8,49,35,6,3,1,0,69.7674418604651,19,0,1,0,0
12,20,2,6,5,1,0,69.7674418604651,20,1,0,0,0
4,46,36,4,2,1,1,69.7674418604651,46,1,0,0,0
8,46,32,7,2,1,1,69.7674418604651,18,1,0,0,0
9,27,12,2,3,1,0,69.7674418604651,3,0,1,0,0
9,44,29,2,5,1,0,69.7674418604651,44,0,1,0,0
7,21,8,2,3,1,0,69.7674418604651,21,1,0,0,0
7,33,20,2,3,1,0,69.7674418604651,33,1,0,0,0
6,17,5,2,5,1,0,69.7674418604651,17,0,0,1,0
8,19,5,2,2,1,0,69.7674418604651,3,0,1,0,0
6,35,23,2,3,1,0,69.7674418604651,35,0,1,0,0
12,39,21,2,3,1,0,69.7674418604651,39,0,1,0,0
7,49,36,6,4,1,1,69.7674418604651,19,0,1,0,0
6,20,8,4,4,1,0,69.7674418604651,20,0,1,0,0
8,28,14,6,3,1,1,69.7674418604651,27,1,0,0,0
8,35,21,4,5,1,0,69.7674418604651,20,0,1,0,0
1,33,26,5,1,1,1,69.7674418604651,24,0,0,0,0
12,20,2,3,4,1,0,69.7674418604651,20,1,0,0,0
12,33,15,5,4,1,1,69.7674418604651,26,1,0,0,0
12,29,11,5,5,1,1,69.7674418604651,23,0,0,1,0
8,26,12,5,3,1,1,69.7674418604651,18,0,1,0,0
12,27,9,5,2,1,1,69.7674418604651,27,0,1,0,0
7,33,20,3,2,1,1,69.7674418604651,16,0,1,0,0
8,49,35,3,4,1,1,69.7674418604651,49,0,1,0,0
6,20,8,3,1,1,1,69.7674418604651,20,0,1,0,0
8,40,26,3,3,1,1,69.7674418604651,40,1,0,0,0
9,32,17,3,3,1,1,69.7674418604651,22,1,0,0,0
8,35,21,2,4,1,1,69.7674418604651,17,1,0,0,0
7,30,17,7,2,1,0,69.7674418604651,30,0,0,0,0
12,23,5,6,4,1,0,69.7674418604651,23,1,0,0,0
14,24,4,6,5,1,1,69.7674418604651,19,1,0,0,0
12,24,6,2,5,1,0,69.7674418604651,18,1,0,0,0
12,22,4,5,4,1,0,69.7674418604651,22,1,0,0,0
9,18,3,5,2,1,1,69.7674418604651,18,0,0,0,0
7,30,17,5,5,1,0,69.7674418604651,15,1,0,0,0
7,32,19,5,2,1,1,69.7674418604651,32,0,1,0,0
8,46,32,3,4,1,1,69.7674418604651,46,1,0,0,0
8,29,15,3,1,1,1,69.7674418604651,19,1,0,0,0
15,31,10,3,4,1,1,69.7674418604651,25,1,0,0,0
12,24,6,3,2,1,1,69.7674418604651,21,1,0,0,0
8,35,21,6,2,1,0,69.7674418604651,20,0,1,0,0
8,38,24,6,4,1,0,69.7674418604651,38,1,0,0,0
9,35,20,6,2,1,0,69.7674418604651,35,1,0,0,0
12,23,5,6,3,1,0,69.7674418604651,21,1,0,0,0
15,25,4,6,5,1,0,69.7674418604651,22,0,1,0,0
6,48,36,2,2,1,1,69.7674418604651,35,0,1,0,0
8,19,5,6,5,1,0,69.7674418604651,0,0,1,0,0
7,25,12,3,3,1,1,69.7674418604651,17,0,1,0,0
8,49,35,3,4,1,1,69.7674418604651,49,0,1,0,0
7,36,23,3,3,1,1,69.7674418604651,22,1,0,0,0
7,36,23,3,3,1,1,69.7674418604651,16,1,0,0,0
6,26,14,3,1,1,1,69.7674418604651,26,1,0,0,0
11,38,21,6,3,1,1,69.7674418604651,29,0,1,0,0
5,45,34,6,1,1,1,69.7674418604651,15,1,0,0,0
7,30,17,4,2,1,1,69.7674418604651,14,0,1,0,0
11,36,19,5,2,1,1,69.7674418604651,36,0,1,0,0
10,32,16,5,2,1,0,69.7674418604651,22,0,1,0,0
12,21,3,5,4,1,1,69.7674418604651,15,1,0,0,0
8,36,22,4,2,1,1,69.7674418604651,18,1,0,0,0
13,24,5,5,3,1,1,69.7674418604651,0,1,0,0,0
8,36,22,5,2,1,1,69.7674418604651,15,0,1,0,0
9,21,6,4,4,1,0,69.7674418604651,12,1,0,0,0
7,41,28,4,3,1,1,69.7674418604651,41,1,0,0,0
10,27,11,4,3,1,1,69.7674418604651,27,0,1,0,0
8,46,32,3,2,1,1,69.7674418604651,26,1,0,0,0
8,46,32,5,3,1,1,69.7674418604651,18,0,1,0,0
8,20,6,5,5,1,0,69.7674418604651,10,0,1,0,0
10,20,4,5,4,1,0,69.7674418604651,20,0,1,0,0
7,34,21,5,2,1,1,69.7674418604651,34,1,0,0,0
12,24,6,5,3,1,1,69.7674418604651,24,1,0,0,0
12,30,12,4,5,1,0,69.7674418604651,29,1,0,0,0
4,40,30,4,4,1,0,69.7674418604651,11,1,0,0,0
8,39,25,3,4,1,0,69.7674418604651,34,1,0,0,0
0,32,26,3,3,1,1,69.7674418604651,17,1,0,0,0
6,28,16,4,2,1,1,69.7674418604651,20,0,1,0,0
6,31,19,4,1,1,1,69.7674418604651,19,1,0,0,0
6,35,23,4,2,1,1,69.7674418604651,20,0,1,0,0
8,25,11,4,1,1,1,69.7674418604651,19,1,0,0,0
5,42,31,4,1,1,1,69.7674418604651,42,1,0,0,0
7,47,34,3,1,1,1,69.7674418604651,16,1,0,0,0
7,39,26,3,2,1,1,69.7674418604651,16,1,0,0,0
7,30,17,3,1,1,1,69.7674418604651,30,0,1,0,0
6,23,11,3,3,1,0,69.7674418604651,18,1,0,0,0
7,25,12,3,2,1,0,69.7674418604651,23,0,1,0,0
11,36,19,3,4,1,0,69.7674418604651,27,1,0,0,0
8,37,23,3,5,1,0,69.7674418604651,33,1,0,0,0
7,45,32,3,3,1,1,69.7674418604651,25,0,1,0,0
8,33,19,3,1,1,1,69.7674418604651,33,0,1,0,0
8,39,25,3,1,1,1,69.7674418604651,19,0,1,0,0
8,32,18,3,3,1,1,69.7674418604651,23,1,0,0,0
7,23,10,3,4,1,1,69.7674418604651,22,1,0,0,0
8,26,12,3,2,1,1,69.7674418604651,25,1,0,0,0
12,39,21,4,5,1,0,69.7674418604651,33,1,0,0,0
9,40,25,4,4,1,1,69.7674418604651,30,0,0,1,0
10,26,10,4,4,1,0,69.7674418604651,23,1,0,0,0
10,38,22,4,3,1,0,69.7674418604651,33,0,1,0,0
8,42,28,4,4,1,0,69.7674418604651,42,1,0,0,0
7,27,14,4,2,1,1,69.7674418604651,17,1,0,0,0
5,35,24,4,3,1,1,69.7674418604651,15,0,1,0,0
8,24,10,6,2,1,1,69.7674418604651,18,1,0,0,0
7,32,19,6,2,1,1,69.7674418604651,22,1,0,0,0
12,21,3,6,3,1,1,69.7674418604651,19,1,0,0,0
4,46,36,5,3,1,1,69.7674418604651,21,0,1,0,0
12,24,6,6,4,1,0,69.7674418604651,19,1,0,0,0
9,44,29,6,4,1,0,69.7674418604651,34,1,0,0,0
12,38,20,6,5,1,0,69.7674418604651,22,1,0,0,0
6,41,29,5,4,1,1,69.7674418604651,11,0,1,0,0
10,18,2,5,2,1,1,69.7674418604651,17,1,0,0,0
8,27,13,5,1,1,1,69.7674418604651,26,0,1,0,0
8,17,3,2,2,1,1,69.7674418604651,17,1,0,0,0
12,26,8,2,3,1,1,69.7674418604651,18,0,1,0,0
6,28,16,2,1,1,1,69.7674418604651,28,1,0,0,0
10,26,10,2,2,1,1,69.7674418604651,16,0,1,0,0
8,29,15,2,2,1,1,69.7674418604651,16,0,0,0,0
12,24,6,2,3,1,1,69.7674418604651,24,0,1,0,0
8,30,16,2,2,1,1,69.7674418604651,11,1,0,0,0
8,22,8,2,2,1,1,69.7674418604651,18,1,0,0,0
5,45,34,3,2,1,1,69.7674418604651,15,0,1,0,0
4,35,25,3,1,1,1,69.7674418604651,15,1,0,0,0
3,39,30,3,2,1,1,69.7674418604651,18,0,1,0,0
12,20,2,3,3,1,1,69.7674418604651,19,1,0,0,0
10,35,19,3,2,1,1,69.7674418604651,13,1,0,0,0
12,29,11,3,3,1,1,69.7674418604651,19,1,0,0,0
9,32,17,3,2,1,1,69.7674418604651,25,0,1,0,0
12,37,19,3,3,1,0,69.7674418604651,31,1,0,0,0
8,42,28,3,2,1,1,69.7674418604651,17,1,0,0,0
8,32,18,3,1,1,1,69.7674418604651,17,0,1,0,0
15,28,7,4,5,1,0,69.7674418604651,21,1,0,0,0
6,33,21,3,2,1,1,69.7674418604651,21,1,0,0,0
12,48,30,4,4,1,1,69.7674418604651,22,1,0,0,0
8,35,21,4,2,1,1,69.7674418604651,32,1,0,0,0
12,23,5,5,4,1,1,69.7674418604651,17,0,1,0,0
12,34,16,4,3,1,1,69.7674418604651,16,1,0,0,0
6,41,29,4,2,1,1,69.7674418604651,16,0,1,0,0
12,34,16,4,2,1,1,69.7674418604651,15,1,0,0,0
5,27,16,4,2,1,1,69.7674418604651,18,0,1,0,0
8,26,12,6,5,1,0,69.7674418604651,21,1,0,0,0
12,26,8,6,4,1,0,69.7674418604651,23,1,0,0,0
8,42,28,6,4,1,0,69.7674418604651,NA,0,1,0,0
15,32,11,6,5,1,0,69.7674418604651,27,1,0,0,0
11,33,16,5,2,1,1,69.7674418604651,21,1,0,0,0
9,36,21,5,3,1,1,69.7674418604651,26,1,0,0,0
10,47,31,5,1,1,1,69.7674418604651,14,1,0,0,0
8,29,15,5,2,1,1,69.7674418604651,14,1,0,0,0
8,30,16,6,3,1,1,69.7674418604651,28,1,0,0,0
6,40,28,6,2,1,1,69.7674418604651,20,1,0,0,0
12,39,21,6,3,1,1,69.7674418604651,32,1,0,0,0
12,39,21,6,1,1,1,69.7674418604651,19,1,0,0,0
8,16,2,7,4,1,1,69.7674418604651,16,0,1,0,0
15,23,2,4,4,1,1,69.7674418604651,23,1,0,0,0
10,36,20,3,4,1,0,69.7674418604651,36,1,0,0,0
8,48,34,4,3,1,1,69.7674418604651,18,1,0,0,0
7,43,30,4,3,1,1,69.7674418604651,43,1,0,0,0
13,22,3,5,4,1,0,69.7674418604651,21,1,0,0,0
8,30,16,5,5,1,0,69.7674418604651,30,1,0,0,0
10,29,13,5,2,1,1,69.7674418604651,26,1,0,0,0
12,27,9,2,2,1,1,69.7674418604651,22,1,0,0,0
12,18,0,6,1,1,1,69.7674418604651,18,1,0,0,0
5,39,28,6,1,1,1,69.7674418604651,19,1,0,0,0
8,35,21,7,2,1,1,69.7674418604651,35,0,1,0,0
7,34,21,3,4,1,0,69.7674418604651,33,1,0,0,0
8,37,23,2,3,1,0,69.7674418604651,37,1,0,0,0
12,20,2,5,3,1,1,69.7674418604651,20,0,1,0,0
12,25,7,6,5,1,0,69.7674418604651,21,0,1,0,0
6,41,29,6,4,1,0,69.7674418604651,33,0,1,0,0
9,34,19,6,3,1,0,69.7674418604651,14,0,1,0,0
8,26,12,4,3,1,0,69.7674418604651,24,1,0,0,0
12,22,4,4,3,1,0,69.7674418604651,21,1,0,0,0
12,28,10,4,5,1,0,69.7674418604651,24,1,0,0,1
8,48,34,5,5,1,0,69.7674418604651,19,0,1,0,1
7,37,24,5,3,1,0,69.7674418604651,30,1,0,0,0
0,37,31,4,4,1,0,69.7674418604651,22,1,0,0,0
12,18,0,4,4,1,0,69.7674418604651,18,1,0,0,0
8,39,25,5,4,1,0,69.7674418604651,24,1,0,0,1
12,22,4,4,5,1,0,69.7674418604651,15,0,0,0,0
12,25,7,6,4,1,0,69.7674418604651,18,1,0,0,0
8,24,10,6,4,1,0,69.7674418604651,24,0,1,0,0
12,23,5,6,4,1,0,69.7674418604651,18,1,0,0,0
12,46,28,6,4,1,0,69.7674418604651,22,1,0,0,0
12,38,20,3,5,1,0,69.7674418604651,22,1,0,0,1
12,27,9,3,5,1,0,69.7674418604651,24,1,0,0,0
8,34,20,3,4,1,0,69.7674418604651,24,0,0,0,0
4,45,35,2,4,1,0,69.7674418604651,40,1,0,0,0
8,33,19,2,4,1,0,69.7674418604651,13,0,1,0,0
8,32,18,2,3,1,0,69.7674418604651,25,1,0,0,0
12,42,24,2,2,1,0,69.7674418604651,35,1,0,0,0
12,26,8,2,4,1,0,69.7674418604651,22,1,0,0,1
15,24,3,3,5,1,0,69.7674418604651,18,0,1,0,0
12,22,4,4,5,1,0,69.7674418604651,22,0,0,0,0
8,47,33,4,3,1,0,69.7674418604651,43,1,0,0,0
8,44,30,6,3,1,1,72.0930232558139,44,1,0,0,0
8,33,19,5,3,1,0,72.0930232558139,13,1,0,0,0
8,42,28,6,4,1,0,72.0930232558139,42,1,0,0,0
14,44,24,4,5,1,0,72.7906976744186,41,1,0,0,1
10,42,26,4,4,1,1,73.2558139534884,42,1,0,0,1
10,28,12,2,4,1,0,73.2558139534884,23,0,1,0,0
0,48,42,3,1,1,1,74.4186046511628,48,0,0,0,0
6,42,30,3,1,1,1,74.4186046511628,23,0,0,1,0
8,30,16,5,3,1,1,74.4186046511628,30,0,1,0,0
12,32,14,6,3,1,1,74.4186046511628,32,0,1,0,0
8,44,30,4,2,1,1,74.4186046511628,22,0,1,0,0
15,49,28,2,4,1,1,74.4186046511628,39,1,0,0,0
8,39,25,5,2,1,1,74.4186046511628,29,0,1,0,1
12,21,3,7,4,1,0,74.4186046511628,21,0,1,0,0
7,30,17,3,2,1,1,74.4186046511628,24,1,0,0,0
8,31,17,2,2,1,0,74.4186046511628,23,0,1,0,0
9,39,24,4,5,1,0,74.4186046511628,24,0,1,0,0
7,35,22,5,2,1,1,74.4186046511628,35,1,0,0,0
8,45,31,3,2,1,1,74.4186046511628,34,1,0,0,0
8,25,11,4,3,1,1,74.4186046511628,25,0,1,0,0
8,47,33,5,3,1,1,74.4186046511628,47,1,0,0,0
6,27,15,3,2,1,1,74.4186046511628,14,1,0,0,0
0,21,15,3,1,1,1,76.7441860465116,21,1,0,0,0
11,33,16,3,3,1,1,76.7441860465116,18,1,0,0,0
7,26,13,3,4,1,0,81.3953488372093,18,0,0,1,0
8,41,27,4,4,1,0,81.3953488372093,41,0,0,1,0
0,39,33,3,1,1,1,81.3953488372093,39,0,0,1,0
7,19,6,4,1,1,1,81.3953488372093,19,1,0,0,0
12,22,4,2,1,1,1,81.3953488372093,22,0,1,0,0
8,28,14,3,1,1,1,81.3953488372093,28,1,0,0,0
5,37,26,3,5,1,0,81.3953488372093,37,0,0,1,0
8,17,3,3,4,1,0,81.3953488372093,17,0,0,1,0
9,38,23,4,1,1,1,81.3953488372093,38,1,0,0,1
2,25,17,5,1,1,1,81.3953488372093,15,0,1,0,0
12,43,25,5,4,1,1,81.3953488372093,38,1,0,0,0
3,35,26,4,2,1,1,81.3953488372093,35,0,1,0,0
3,41,32,2,5,1,0,81.3953488372093,41,1,0,0,0
6,17,5,6,4,1,0,81.3953488372093,17,0,1,0,0
10,45,29,2,4,1,0,81.3953488372093,44,0,1,0,1
15,27,6,5,5,1,0,81.3953488372093,23,1,0,0,0
12,37,19,5,4,1,0,81.3953488372093,32,0,1,0,0
8,33,19,5,2,1,1,81.3953488372093,0,1,0,0,0
8,32,18,5,1,1,1,81.3953488372093,0,0,1,0,0
7,38,25,6,2,1,1,81.3953488372093,31,1,0,0,0
4,40,30,4,1,1,1,81.3953488372093,20,1,0,0,0
8,36,22,5,3,1,1,81.3953488372093,34,0,0,0,0
8,35,21,3,4,1,1,81.3953488372093,15,0,1,0,1
12,32,14,5,3,1,0,81.3953488372093,32,1,0,0,1
15,35,14,3,5,1,0,81.3953488372093,18,0,1,0,1
6,47,35,2,1,1,1,81.3953488372093,47,1,0,0,1
12,28,10,2,1,1,1,81.3953488372093,28,1,0,0,1
0,28,22,5,3,1,0,81.3953488372093,28,1,0,0,0
6,22,10,4,1,1,0,81.3953488372093,22,1,0,0,0
0,44,38,5,1,1,1,81.3953488372093,44,1,0,0,0
5,22,11,2,5,1,0,81.3953488372093,22,0,1,0,0
7,31,18,5,4,1,0,81.3953488372093,31,1,0,0,0
7,25,12,3,2,1,1,81.3953488372093,5,0,1,0,0
0,30,24,4,1,1,1,81.3953488372093,27,0,1,0,0
14,37,17,5,4,1,1,81.3953488372093,37,0,1,0,0
3,18,9,4,4,1,0,81.3953488372093,NA,1,0,0,0
12,46,28,7,4,1,1,81.3953488372093,46,1,0,0,0
12,23,5,3,3,1,1,81.3953488372093,20,1,0,0,0
7,20,7,5,2,1,0,81.3953488372093,16,1,0,0,0
10,42,26,3,3,1,1,81.3953488372093,20,1,0,0,0
9,22,7,5,4,1,0,81.3953488372093,22,0,1,0,0
8,35,21,6,3,1,1,81.3953488372093,35,0,1,0,0
15,25,4,2,4,1,0,81.3953488372093,25,1,0,0,1
8,40,26,6,5,1,0,81.3953488372093,30,0,1,0,0
14,22,2,5,5,1,0,81.3953488372093,20,0,1,0,1
8,15,1,2,3,1,1,81.3953488372093,15,1,0,0,0
8,30,16,6,5,1,0,81.3953488372093,30,1,0,0,0
12,30,12,5,4,1,0,81.3953488372093,27,0,0,0,0
8,20,6,2,1,1,1,81.3953488372093,20,0,1,0,0
8,37,23,2,3,1,1,81.3953488372093,37,0,1,0,0
6,29,17,2,4,1,0,81.3953488372093,29,0,0,0,0
12,30,12,5,2,1,1,81.3953488372093,30,1,0,0,0
8,47,33,7,2,1,1,81.3953488372093,47,0,1,0,0
8,34,20,6,2,1,1,81.3953488372093,34,0,0,0,0
10,29,13,5,4,1,0,81.3953488372093,29,0,1,0,0
0,36,30,6,5,1,0,81.3953488372093,35,0,1,0,0
3,32,23,3,1,1,0,81.3953488372093,11,0,1,0,0
8,34,20,3,3,1,1,81.3953488372093,34,0,1,0,0
8,37,23,4,3,1,1,81.3953488372093,15,1,0,0,0
15,29,8,2,4,1,1,81.3953488372093,29,0,1,0,0
12,21,3,2,5,1,1,81.3953488372093,21,0,1,0,0
12,31,13,4,2,1,1,81.3953488372093,26,1,0,0,0
12,22,4,5,4,1,1,81.3953488372093,22,1,0,0,0
0,15,9,6,5,1,0,81.3953488372093,15,0,1,0,0
7,28,15,4,2,1,1,81.3953488372093,28,0,1,0,0
10,37,21,4,4,1,1,81.3953488372093,29,1,0,0,0
8,44,30,4,2,1,1,81.3953488372093,44,0,1,0,0
12,33,15,4,4,1,1,81.3953488372093,33,0,1,0,0
10,44,28,4,3,1,1,81.3953488372093,17,0,1,0,0
8,49,35,4,3,1,1,81.3953488372093,49,1,0,0,0
8,30,16,6,2,1,1,81.3953488372093,30,0,1,0,0
8,36,22,4,5,1,0,81.3953488372093,34,0,1,0,0
8,43,29,4,4,1,0,81.3953488372093,43,0,1,0,0
8,22,8,5,2,1,1,81.3953488372093,22,0,1,0,0
8,25,11,6,3,1,0,81.3953488372093,1,0,1,0,0
14,21,1,5,3,1,0,81.3953488372093,21,1,0,0,0
7,32,19,3,2,1,1,81.3953488372093,32,1,0,0,0
8,29,15,3,3,1,1,81.3953488372093,16,1,0,0,0
8,43,29,3,2,1,1,81.3953488372093,23,0,1,0,0
15,35,14,6,4,1,1,81.3953488372093,35,1,0,0,0
8,26,12,5,3,1,1,81.3953488372093,26,1,0,0,0
8,35,21,5,1,1,1,81.3953488372093,25,0,1,0,0
10,22,6,5,1,1,1,81.3953488372093,15,0,1,0,0
8,20,6,3,2,1,1,81.3953488372093,20,1,0,0,0
7,21,8,3,1,1,1,81.3953488372093,19,0,1,0,0
12,48,30,4,5,1,1,81.3953488372093,21,1,0,0,0
8,41,27,5,1,1,1,81.3953488372093,41,1,0,0,0
7,31,18,5,2,1,1,81.3953488372093,21,1,0,0,0
6,35,23,4,1,1,1,81.3953488372093,22,1,0,0,0
15,29,8,5,5,1,0,81.3953488372093,29,1,0,0,0
14,22,2,2,3,1,0,81.3953488372093,12,1,0,0,0
12,38,20,3,4,1,0,81.3953488372093,29,1,0,0,0
4,42,32,6,2,1,0,81.3953488372093,34,0,1,0,0
7,22,9,6,2,1,1,82.7906976744186,22,0,1,0,0
10,23,7,2,3,1,0,82.7906976744186,23,0,1,0,0
12,19,1,6,4,1,1,83.2558139534884,19,1,0,0,0
8,41,27,7,1,1,1,83.7209302325581,41,0,1,0,0
8,39,25,6,2,1,1,83.7209302325581,29,1,0,0,0
6,37,25,4,4,1,0,83.7209302325581,29,1,0,0,0
10,44,28,2,3,1,1,83.7209302325581,44,1,0,0,0
8,48,34,4,3,1,0,83.7209302325581,22,1,0,0,0
5,42,31,5,2,1,0,83.7209302325581,42,0,0,1,0
2,43,35,3,3,1,1,83.7209302325581,36,0,1,0,0
8,30,16,3,4,1,0,83.7209302325581,14,0,0,0,1
8,46,32,6,4,1,1,83.7209302325581,46,0,1,0,1
12,35,17,3,1,1,1,83.7209302325581,15,1,0,0,1
6,43,31,6,4,1,0,83.7209302325581,43,0,1,0,1
8,45,31,3,3,1,0,83.7209302325581,17,0,1,0,0
