"educ_yrs","age","exper","month_interview","wealth_group","female","rural","earnings_usd","years_lived_elsewhere","christian_main","christian_evang","muslim","kikuyu"
8,28,14,7,5,1,0,209.302325581395,28,1,0,0,1
8,47,33,6,5,1,0,209.302325581395,17,0,0,1,0
3,37,28,3,4,1,0,209.302325581395,34,1,0,0,1
8,47,33,5,4,1,1,209.302325581395,42,1,0,0,1
15,33,12,4,5,1,0,209.302325581395,26,0,1,0,1
8,39,25,4,4,1,1,209.302325581395,16,0,0,0,1
3,29,20,5,5,1,0,209.302325581395,28,1,0,0,0
14,28,8,3,5,1,0,209.302325581395,21,1,0,0,1
12,30,12,4,5,1,0,209.302325581395,30,1,0,0,1
12,20,2,5,4,1,0,209.302325581395,20,0,1,0,1
8,36,22,5,3,1,1,209.302325581395,23,0,1,0,1
11,22,5,5,3,1,1,209.302325581395,22,1,0,0,1
7,40,27,3,5,1,0,209.302325581395,33,1,0,0,1
9,36,21,6,4,1,0,209.302325581395,22,1,0,0,1
10,22,6,6,5,1,0,209.302325581395,22,1,0,0,0
8,36,22,6,4,1,0,209.302325581395,28,1,0,0,1
8,23,9,3,3,1,1,209.302325581395,18,1,0,0,1
7,26,13,7,5,1,0,209.302325581395,26,1,0,0,0
8,38,24,6,5,1,1,209.302325581395,38,0,1,0,1
10,42,26,4,5,1,1,209.302325581395,42,1,0,0,1
8,40,26,5,3,1,1,209.302325581395,40,1,0,0,1
2,29,21,5,4,1,1,209.302325581395,9,1,0,0,0
8,35,21,6,4,1,0,209.302325581395,22,1,0,0,1
16,29,7,5,5,1,0,209.302325581395,25,1,0,0,0
8,30,16,6,4,1,0,209.302325581395,18,1,0,0,1
7,22,9,6,4,1,1,209.302325581395,20,1,0,0,0
14,22,2,6,5,1,0,209.302325581395,1,0,1,0,1
8,24,10,6,2,1,1,209.302325581395,23,1,0,0,0
12,19,1,6,5,1,0,209.302325581395,16,1,0,0,0
8,42,28,3,5,1,0,209.302325581395,27,0,1,0,1
8,31,17,3,5,1,0,209.302325581395,31,0,1,0,0
0,44,38,3,1,1,1,209.302325581395,44,1,0,0,0
0,29,23,4,1,1,1,209.302325581395,29,1,0,0,0
8,26,12,3,4,1,0,209.302325581395,23,1,0,0,0
2,25,17,4,1,1,1,209.302325581395,25,1,0,0,0
12,34,16,3,2,1,1,209.302325581395,22,1,0,0,0
10,24,8,6,4,1,0,209.302325581395,24,1,0,0,0
5,45,34,4,1,1,1,209.302325581395,41,1,0,0,0
9,19,4,6,5,1,0,209.302325581395,17,0,1,0,0
8,28,14,5,3,1,1,209.302325581395,26,1,0,0,0
14,43,23,4,4,1,0,209.302325581395,10,1,0,0,0
12,35,17,4,5,1,0,209.302325581395,35,1,0,0,0
10,25,9,4,4,1,0,209.302325581395,18,1,0,0,0
15,33,12,4,4,1,0,209.302325581395,24,0,1,0,1
12,23,5,7,2,1,1,209.302325581395,21,1,0,0,0
7,49,36,5,3,1,1,209.302325581395,3,1,0,0,0
12,22,4,5,3,1,1,209.302325581395,19,1,0,0,0
12,23,5,5,4,1,0,209.302325581395,21,0,1,0,0
7,23,10,6,5,1,0,209.302325581395,23,1,0,0,1
10,36,20,6,4,1,0,209.302325581395,24,1,0,0,0
7,24,11,7,4,1,0,209.302325581395,24,1,0,0,0
6,47,35,6,2,1,1,209.302325581395,47,0,1,0,0
12,24,6,5,2,1,1,209.302325581395,24,1,0,0,0
12,20,2,6,3,1,1,209.302325581395,19,0,1,0,0
16,27,5,4,4,1,1,209.302325581395,27,1,0,0,0
12,22,4,3,5,1,0,209.302325581395,22,1,0,0,0
8,26,12,4,1,1,1,209.302325581395,26,1,0,0,0
8,36,22,4,3,1,1,209.302325581395,36,1,0,0,1
8,33,19,3,4,1,0,209.302325581395,18,1,0,0,1
12,22,4,3,4,1,0,209.302325581395,22,1,0,0,1
10,32,16,2,5,1,0,209.302325581395,23,1,0,0,1
8,30,16,3,4,1,0,209.302325581395,17,0,1,0,1
12,41,23,2,4,1,0,209.302325581395,40,1,0,0,1
8,38,24,2,4,1,1,209.302325581395,37,1,0,0,0
12,24,6,2,3,1,1,209.302325581395,19,1,0,0,0
12,32,14,5,3,1,1,209.302325581395,32,0,1,0,1
7,46,33,6,2,1,1,209.302325581395,10,1,0,0,1
11,21,4,6,3,1,1,209.302325581395,21,1,0,0,1
8,44,30,6,2,1,1,209.302325581395,29,0,0,0,1
12,41,23,5,3,1,1,209.302325581395,21,1,0,0,0
12,25,7,5,2,1,1,209.302325581395,25,1,0,0,1
11,42,25,6,4,1,1,209.302325581395,10,1,0,0,1
12,21,3,5,3,1,0,209.302325581395,9,0,1,0,1
8,44,30,6,3,1,1,209.302325581395,34,1,0,0,1
13,28,9,7,5,1,0,209.302325581395,18,0,1,0,1
11,22,5,6,3,1,0,209.302325581395,22,0,1,0,1
12,30,12,2,5,1,0,209.302325581395,24,0,1,0,0
8,41,27,2,4,1,0,209.302325581395,41,1,0,0,0
5,35,24,4,3,1,1,209.302325581395,35,0,1,0,1
7,35,22,5,4,1,1,209.302325581395,17,0,1,0,0
12,20,2,4,3,1,1,209.302325581395,20,1,0,0,0
0,34,28,4,2,1,1,209.302325581395,18,1,0,0,0
12,24,6,3,4,1,0,209.302325581395,13,0,1,0,1
12,36,18,4,4,1,0,209.302325581395,28,1,0,0,0
8,48,34,6,3,1,1,209.302325581395,13,0,1,0,0
14,36,16,6,4,1,0,209.302325581395,34,0,1,0,0
12,34,16,4,5,1,0,209.302325581395,34,0,1,0,0
7,44,31,2,1,1,1,209.302325581395,44,0,1,0,0
8,29,15,2,4,1,0,209.302325581395,23,0,1,0,1
15,21,0,4,5,1,0,209.302325581395,14,1,0,0,1
8,33,19,3,4,1,0,209.302325581395,30,0,1,0,0
12,22,4,4,4,1,0,209.302325581395,7,0,1,0,0
8,38,24,4,5,1,0,209.302325581395,26,0,0,0,1
12,22,4,4,5,1,0,209.302325581395,21,1,0,0,0
10,29,13,4,5,1,0,209.302325581395,29,0,1,0,0
14,27,7,5,3,1,1,209.302325581395,24,1,0,0,0
12,27,9,4,5,1,0,209.302325581395,25,0,1,0,0
12,22,4,5,4,1,0,209.302325581395,22,1,0,0,0
12,32,14,2,3,1,0,209.302325581395,29,1,0,0,0
12,36,18,2,3,1,0,209.302325581395,32,1,0,0,0
8,34,20,6,3,1,1,209.302325581395,33,1,0,0,0
15,26,5,3,4,1,1,209.302325581395,26,1,0,0,0
7,27,14,3,5,1,0,209.302325581395,24,0,0,1,0
12,19,1,3,3,1,0,209.302325581395,19,1,0,0,0
12,18,0,5,4,1,1,209.302325581395,18,1,0,0,0
8,21,7,3,2,1,1,209.302325581395,21,0,1,0,0
12,43,25,6,4,1,1,209.302325581395,43,1,0,0,0
15,45,24,7,3,1,1,209.302325581395,26,1,0,0,0
8,49,35,2,2,1,1,209.302325581395,49,1,0,0,0
6,39,27,2,1,1,1,209.302325581395,39,0,1,0,0
12,22,4,6,5,1,1,209.302325581395,22,0,1,0,0
9,22,7,6,3,1,1,209.302325581395,22,0,1,0,0
12,21,3,4,3,1,1,209.302325581395,21,1,0,0,0
12,29,11,4,4,1,1,209.302325581395,27,1,0,0,0
8,45,31,3,4,1,0,209.302325581395,33,1,0,0,0
10,30,14,7,4,1,0,209.302325581395,30,0,1,0,0
8,33,19,6,4,1,0,209.302325581395,13,1,0,0,0
8,24,10,4,4,1,0,209.302325581395,23,0,0,0,0
15,24,3,5,4,1,0,209.302325581395,21,1,0,0,0
8,32,18,3,4,1,0,209.302325581395,30,0,0,0,0
8,22,8,2,3,1,0,209.302325581395,17,1,0,0,0
12,25,7,6,2,1,1,209.302325581395,24,1,0,0,0
16,43,21,4,5,1,0,209.302325581395,28,1,0,0,0
10,37,21,4,3,1,1,209.302325581395,36,1,0,0,0
6,46,34,3,4,1,0,209.302325581395,3,0,1,0,0
0,39,33,3,3,1,1,209.302325581395,39,0,1,0,0
7,39,26,3,1,1,1,209.302325581395,20,1,0,0,0
5,45,34,2,1,1,1,209.302325581395,20,1,0,0,0
6,37,25,4,3,1,1,209.302325581395,31,1,0,0,0
14,26,6,4,4,1,0,209.302325581395,23,1,0,0,0
8,30,16,4,3,1,1,209.302325581395,17,1,0,0,0
7,24,11,6,4,1,0,209.302325581395,24,0,1,0,0
8,32,18,5,2,1,1,209.302325581395,22,1,0,0,0
15,26,5,4,4,1,0,209.302325581395,25,1,0,0,0
16,24,2,3,5,1,0,209.302325581395,14,1,0,0,0
15,33,12,6,4,1,1,209.302325581395,27,1,0,0,0
8,32,18,6,5,1,0,209.302325581395,19,1,0,0,0
12,29,11,4,4,1,0,209.302325581395,21,0,1,0,0
8,25,11,4,5,1,0,209.302325581395,25,0,1,0,1
7,25,12,6,3,1,0,209.302325581395,25,0,0,1,0
15,32,11,6,5,1,0,209.302325581395,32,1,0,0,0
4,37,27,6,3,1,0,209.302325581395,36,0,1,0,0
12,19,1,3,5,1,0,209.302325581395,19,0,1,0,0
10,28,12,3,4,1,0,209.302325581395,18,1,0,0,1
8,24,10,3,5,1,0,209.302325581395,5,0,1,0,0
10,35,19,3,5,1,0,209.302325581395,26,0,0,0,0
11,23,6,2,4,1,0,209.302325581395,16,1,0,0,0
12,19,1,5,3,1,0,209.302325581395,15,1,0,0,0
8,22,8,3,2,1,0,209.302325581395,20,1,0,0,0
5,21,10,3,2,1,0,209.302325581395,19,1,0,0,0
10,33,17,3,2,1,0,209.302325581395,33,1,0,0,0
11,17,0,3,5,1,0,209.302325581395,11,1,0,0,0
10,21,5,3,5,1,0,209.302325581395,19,0,1,0,0
12,22,4,5,4,1,0,209.302325581395,21,1,0,0,0
0,29,23,3,3,1,1,211.53488372093,26,0,1,0,0
9,30,15,4,4,1,0,213.953488372093,23,1,0,0,0
12,30,12,2,3,1,0,216.279069767442,30,0,1,0,0
12,24,6,3,3,1,0,220.93023255814,24,0,0,1,0
8,26,12,3,4,1,0,220.93023255814,26,1,0,0,0
14,38,18,6,4,1,0,220.93023255814,38,0,0,1,0
12,29,11,6,5,1,0,220.93023255814,29,1,0,0,1
11,25,8,3,5,1,0,220.93023255814,25,0,1,0,1
13,26,7,2,5,1,0,220.93023255814,26,0,1,0,0
6,44,32,4,3,1,1,220.93023255814,20,0,1,0,0
12,27,9,5,4,1,0,223.255813953488,27,0,1,0,0
10,44,28,2,5,1,0,223.255813953488,34,1,0,0,0
15,29,8,3,4,1,0,223.255813953488,28,0,1,0,1
8,40,26,6,4,1,0,223.255813953488,40,0,1,0,1
12,29,11,3,4,1,0,223.255813953488,28,0,1,0,0
15,49,28,5,3,1,1,223.255813953488,49,1,0,0,0
14,35,15,3,3,1,1,223.255813953488,18,1,0,0,0
8,31,17,4,3,1,1,223.255813953488,31,0,1,0,0
10,33,17,6,2,1,1,223.255813953488,18,1,0,0,0
14,36,16,3,5,1,0,223.255813953488,35,1,0,0,0
12,20,2,2,4,1,0,223.255813953488,19,0,1,0,0
7,46,33,4,4,1,0,223.255813953488,43,0,1,0,0
12,46,28,3,4,1,0,225.581395348837,46,0,1,0,1
12,39,21,3,1,1,1,225.581395348837,39,1,0,0,0
12,42,24,3,4,1,1,225.581395348837,2,1,0,0,1
15,24,3,5,5,1,0,227.906976744186,24,0,1,0,1
8,30,16,4,4,1,0,232.558139534884,18,0,0,0,0
8,26,12,4,4,1,0,232.558139534884,19,0,1,0,0
8,37,23,5,4,1,0,232.558139534884,25,0,0,0,0
10,29,13,5,4,1,0,232.558139534884,29,1,0,0,0
12,26,8,5,2,1,0,232.558139534884,18,0,0,0,0
7,40,27,5,3,1,0,232.558139534884,40,0,0,0,0
12,46,28,7,4,1,0,232.558139534884,16,1,0,0,0
8,48,34,3,5,1,0,232.558139534884,23,1,0,0,1
8,28,14,4,4,1,0,232.558139534884,18,0,1,0,0
15,36,15,4,4,1,0,232.558139534884,26,1,0,0,0
12,42,24,3,4,1,0,232.558139534884,37,0,0,0,0
8,45,31,3,5,1,0,232.558139534884,45,1,0,0,1
14,26,6,3,5,1,0,232.558139534884,21,0,0,0,0
12,31,13,3,3,1,0,232.558139534884,18,0,1,0,0
16,36,14,3,5,1,0,232.558139534884,36,0,0,0,0
14,40,20,3,5,1,0,232.558139534884,32,0,0,0,0
0,40,34,4,5,1,0,232.558139534884,20,1,0,0,0
8,27,13,4,5,1,0,232.558139534884,27,0,0,1,0
12,34,16,6,5,1,0,232.558139534884,34,0,0,1,0
14,27,7,6,5,1,0,232.558139534884,23,1,0,0,0
7,30,17,6,4,1,0,232.558139534884,24,0,0,1,0
14,23,3,6,4,1,0,232.558139534884,23,0,0,0,1
15,33,12,7,5,1,0,232.558139534884,33,0,1,0,1
12,32,14,7,5,1,0,232.558139534884,24,1,0,0,0
16,23,1,6,5,1,0,232.558139534884,17,1,0,0,0
0,34,28,3,3,1,0,232.558139534884,26,0,0,1,0
10,27,11,3,5,1,0,232.558139534884,27,0,1,0,0
12,31,13,2,5,1,0,232.558139534884,25,0,1,0,0
8,48,34,2,4,1,0,232.558139534884,32,0,0,1,0
16,27,5,2,4,1,0,232.558139534884,0,1,0,0,0
12,40,22,4,4,1,0,232.558139534884,28,1,0,0,0
12,24,6,4,4,1,0,232.558139534884,21,1,0,0,0
14,21,1,4,5,1,0,232.558139534884,21,1,0,0,0
4,30,20,3,3,1,1,232.558139534884,30,0,0,1,0
0,35,29,2,3,1,0,232.558139534884,35,0,0,1,0
13,31,12,6,4,1,1,232.558139534884,31,1,0,0,0
14,24,4,4,4,1,0,232.558139534884,24,0,0,1,0
12,30,12,3,4,1,0,232.558139534884,25,1,0,0,0
14,42,22,3,5,1,0,232.558139534884,24,1,0,0,0
8,31,17,3,4,1,0,232.558139534884,31,0,1,0,0
8,32,18,4,3,1,0,232.558139534884,32,1,0,0,0
9,27,12,4,5,1,1,232.558139534884,27,0,0,1,0
8,26,12,4,4,1,0,232.558139534884,26,0,0,1,0
12,21,3,5,3,1,1,232.558139534884,21,0,1,0,0
0,35,29,5,3,1,1,232.558139534884,11,0,1,0,0
8,49,35,4,4,1,0,232.558139534884,34,0,1,0,0
12,23,5,6,4,1,0,232.558139534884,23,1,0,0,0
8,40,26,6,4,1,0,232.558139534884,35,0,1,0,0
9,24,9,6,4,1,0,232.558139534884,24,0,1,0,0
0,37,31,5,4,1,1,232.558139534884,17,0,1,0,0
14,23,3,5,3,1,1,232.558139534884,23,0,1,0,0
9,44,29,5,5,1,1,232.558139534884,44,0,1,0,0
12,40,22,6,4,1,0,232.558139534884,38,0,1,0,0
8,29,15,6,4,1,0,232.558139534884,26,0,1,0,0
12,26,8,6,4,1,0,232.558139534884,26,0,1,0,0
8,26,12,6,5,1,0,232.558139534884,23,0,1,0,0
8,30,16,6,4,1,0,232.558139534884,30,0,0,1,0
14,25,5,6,5,1,0,232.558139534884,22,0,0,0,0
8,42,28,6,3,1,0,232.558139534884,42,0,0,0,0
8,45,31,6,4,1,0,232.558139534884,30,0,1,0,1
12,18,0,6,5,1,0,232.558139534884,16,0,0,0,0
10,23,7,2,3,1,1,232.558139534884,15,1,0,0,0
0,45,39,2,3,1,1,232.558139534884,17,0,0,0,0
15,25,4,5,2,1,1,232.558139534884,21,0,1,0,0
5,37,26,5,4,1,0,232.558139534884,34,0,1,0,0
10,30,14,7,5,1,0,232.558139534884,25,0,1,0,0
15,37,16,7,5,1,0,232.558139534884,37,0,0,0,0
12,26,8,6,4,1,0,232.558139534884,26,1,0,0,0
12,25,7,6,4,1,0,232.558139534884,25,0,1,0,0
15,31,10,5,5,1,0,232.558139534884,30,0,1,0,0
7,22,9,6,1,1,1,232.558139534884,22,0,0,1,0
12,38,20,5,2,1,1,232.558139534884,29,0,1,0,0
0,25,19,3,2,1,0,232.558139534884,25,0,0,1,0
8,40,26,3,4,1,0,232.558139534884,28,1,0,0,0
8,36,22,2,4,1,1,232.558139534884,29,0,0,0,0
3,42,33,4,4,1,1,232.558139534884,42,0,0,1,0
0,29,23,2,3,1,0,232.558139534884,15,0,0,1,0
9,41,26,2,3,1,0,232.558139534884,37,1,0,0,0
12,27,9,2,5,1,0,232.558139534884,27,0,0,1,0
2,34,26,6,4,1,1,232.558139534884,34,0,0,1,0
8,19,5,2,5,1,0,232.558139534884,19,0,1,0,0
4,46,36,2,5,1,0,232.558139534884,46,0,0,1,0
14,23,3,3,4,1,0,232.558139534884,23,1,0,0,1
1,26,19,3,4,1,0,232.558139534884,18,0,1,0,0
0,30,24,3,5,1,0,232.558139534884,20,0,0,1,0
4,44,34,3,4,1,0,232.558139534884,24,0,0,1,0
0,33,27,3,3,1,0,232.558139534884,33,0,0,1,0
7,31,18,3,1,1,1,232.558139534884,31,0,0,1,0
15,22,1,5,5,1,0,232.558139534884,22,1,0,0,1
4,38,28,5,4,1,0,232.558139534884,36,0,0,1,0
10,31,15,5,4,1,0,232.558139534884,26,1,0,0,1
12,29,11,5,4,1,0,232.558139534884,29,0,1,0,1
15,37,16,5,3,1,1,232.558139534884,36,0,0,0,1
12,20,2,5,2,1,1,232.558139534884,17,1,0,0,0
12,38,20,5,3,1,1,232.558139534884,38,0,1,0,0
8,44,30,6,4,1,1,232.558139534884,44,1,0,0,0
12,30,12,3,4,1,0,232.558139534884,10,1,0,0,0
10,27,11,5,4,1,0,232.558139534884,NA,0,0,1,0
12,27,9,4,4,1,1,232.558139534884,27,0,1,0,0
0,41,35,6,3,1,1,232.558139534884,34,0,1,0,0
15,42,21,6,3,1,1,232.558139534884,42,1,0,0,0
8,28,14,3,4,1,0,232.558139534884,22,1,0,0,0
11,34,17,3,4,1,0,232.558139534884,34,0,1,0,0
12,46,28,3,5,1,0,232.558139534884,39,0,0,1,0
12,27,9,3,5,1,0,232.558139534884,25,0,1,0,0
8,34,20,3,4,1,0,232.558139534884,19,0,1,0,0
8,36,22,2,5,1,0,232.558139534884,31,0,1,0,0
15,35,14,2,5,1,0,232.558139534884,27,1,0,0,0
0,33,27,4,2,1,0,232.558139534884,33,0,0,1,0
0,28,22,4,3,1,0,232.558139534884,28,0,0,1,0
0,30,24,6,1,1,1,232.558139534884,30,0,0,1,0
15,23,2,6,5,1,0,232.558139534884,21,1,0,0,0
12,34,16,3,4,1,1,232.558139534884,31,0,0,0,0
7,42,29,2,3,1,0,232.558139534884,41,1,0,0,0
11,26,9,3,3,1,0,232.558139534884,22,1,0,0,0
0,35,29,3,5,1,0,232.558139534884,28,1,0,0,0
12,26,8,3,4,1,0,232.558139534884,26,0,0,1,0
11,25,8,3,4,1,0,232.558139534884,19,1,0,0,0
0,45,39,4,1,1,1,232.558139534884,45,0,0,1,0
0,38,32,4,4,1,0,232.558139534884,38,0,0,1,0
15,23,2,4,3,1,0,232.558139534884,23,0,0,1,0
0,38,32,4,4,1,0,232.558139534884,38,0,0,1,0
8,32,18,5,4,1,0,232.558139534884,32,0,0,1,0
12,26,8,4,4,1,0,232.558139534884,25,0,0,0,0
14,39,19,4,5,1,0,232.558139534884,16,1,0,0,0
0,20,14,3,5,1,0,232.558139534884,19,1,0,0,0
12,21,3,3,5,1,0,232.558139534884,21,0,1,0,0
0,32,26,4,1,1,0,232.558139534884,32,0,0,1,0
16,25,3,2,4,1,0,232.558139534884,25,0,0,1,0
8,33,19,5,2,1,1,232.558139534884,33,0,1,0,0
0,40,34,5,3,1,0,232.558139534884,40,0,0,1,0
0,19,13,2,4,1,0,232.558139534884,1,0,0,1,0
8,28,14,2,4,1,0,232.558139534884,28,0,0,0,0
0,22,16,2,5,1,0,232.558139534884,21,0,0,0,0
12,19,1,5,5,1,0,232.558139534884,1,0,0,1,0
12,25,7,3,3,1,1,232.558139534884,25,0,0,1,0
12,22,4,4,4,1,0,232.558139534884,22,0,0,1,0
11,18,1,4,5,1,0,232.558139534884,17,1,0,0,0
12,30,12,4,3,1,0,232.558139534884,10,1,0,0,0
12,25,7,5,3,1,0,232.558139534884,15,1,0,0,0
10,33,17,5,4,1,0,232.558139534884,30,0,1,0,0
14,41,21,6,3,1,1,232.558139534884,41,1,0,0,0
14,31,11,4,4,1,0,232.558139534884,31,1,0,0,0
15,30,9,4,5,1,0,232.558139534884,30,0,1,0,0
8,35,21,4,3,1,1,232.558139534884,35,1,0,0,0
8,30,16,5,2,1,1,232.558139534884,30,0,1,0,0
8,38,24,5,4,1,1,232.558139534884,23,1,0,0,0
12,39,21,5,4,1,1,232.558139534884,38,1,0,0,0
8,38,24,5,4,1,1,232.558139534884,36,1,0,0,0
15,26,5,6,5,1,0,232.558139534884,22,1,0,0,1
12,24,6,6,4,1,0,232.558139534884,0,0,1,0,1
8,38,24,3,3,1,1,232.558139534884,38,1,0,0,0
11,19,2,2,4,1,0,232.558139534884,19,1,0,0,0
9,44,29,2,4,1,0,232.558139534884,44,1,0,0,0
12,43,25,2,4,1,1,232.558139534884,43,0,1,0,0
8,35,21,4,3,1,1,232.558139534884,16,0,1,0,0
14,47,27,3,4,1,1,232.558139534884,47,1,0,0,0
14,21,1,4,4,1,1,232.558139534884,19,1,0,0,0
12,31,13,3,4,1,0,232.558139534884,31,1,0,0,0
15,40,19,3,5,1,0,232.558139534884,40,1,0,0,0
7,44,31,3,3,1,1,232.558139534884,44,1,0,0,0
14,28,8,3,4,1,1,232.558139534884,16,1,0,0,0
8,30,16,3,2,1,1,232.558139534884,24,1,0,0,0
8,36,22,4,4,1,1,232.558139534884,20,1,0,0,0
12,35,17,4,5,1,0,232.558139534884,24,1,0,0,0
12,37,19,3,5,1,0,232.558139534884,37,1,0,0,0
12,32,14,3,5,1,0,232.558139534884,29,0,1,0,1
15,30,9,4,5,1,0,232.558139534884,30,1,0,0,0
12,45,27,4,5,1,0,232.558139534884,42,0,1,0,0
12,20,2,4,4,1,0,232.558139534884,20,1,0,0,0
10,23,7,2,4,1,1,232.558139534884,22,0,1,0,0
12,27,9,2,4,1,1,232.558139534884,27,0,1,0,0
8,47,33,6,2,1,1,232.558139534884,22,1,0,0,0
16,37,15,5,5,1,0,232.558139534884,32,0,1,0,0
12,26,8,5,5,1,0,232.558139534884,24,0,1,0,0
10,33,17,3,4,1,1,232.558139534884,33,1,0,0,0
12,32,14,3,3,1,1,232.558139534884,28,1,0,0,0
12,33,15,2,3,1,1,232.558139534884,27,1,0,0,1
15,32,11,4,5,1,0,232.558139534884,32,1,0,0,0
12,30,12,4,4,1,0,232.558139534884,28,1,0,0,1
15,33,12,4,5,1,0,232.558139534884,33,0,1,0,0
12,49,31,5,5,1,0,232.558139534884,49,0,1,0,0
14,45,25,5,5,1,0,232.558139534884,45,1,0,0,1
15,27,6,5,4,1,0,232.558139534884,27,0,1,0,0
15,24,3,5,5,1,0,232.558139534884,19,1,0,0,1
16,40,18,5,5,1,0,232.558139534884,33,1,0,0,0
12,28,10,6,5,1,0,232.558139534884,28,1,0,0,0
15,24,3,6,5,1,0,232.558139534884,24,1,0,0,0
12,37,19,5,4,1,0,232.558139534884,37,1,0,0,0
15,22,1,5,5,1,0,232.558139534884,22,1,0,0,0
16,30,8,5,4,1,0,232.558139534884,30,0,1,0,0
8,30,16,6,5,1,0,232.558139534884,30,0,1,0,0
8,35,21,4,5,1,0,232.558139534884,35,1,0,0,0
14,27,7,3,4,1,1,232.558139534884,27,1,0,0,0
7,47,34,4,4,1,1,232.558139534884,42,1,0,0,0
12,32,14,6,3,1,1,232.558139534884,32,1,0,0,0
8,38,24,6,3,1,1,232.558139534884,23,0,1,0,0
7,45,32,4,2,1,1,232.558139534884,45,0,1,0,0
13,49,30,5,5,1,1,232.558139534884,49,0,1,0,1
12,46,28,5,2,1,1,232.558139534884,32,0,1,0,1
4,39,29,5,1,1,1,232.558139534884,21,0,1,0,1
7,44,31,3,2,1,1,232.558139534884,44,0,1,0,0
12,25,7,2,5,1,0,232.558139534884,10,0,1,0,0
12,40,22,2,5,1,0,232.558139534884,30,0,1,0,0
8,19,5,3,3,1,0,232.558139534884,7,0,1,0,0
14,28,8,3,4,1,0,232.558139534884,27,1,0,0,0
15,24,3,3,4,1,0,232.558139534884,12,1,0,0,0
8,39,25,3,2,1,1,232.558139534884,39,0,1,0,0
12,30,12,5,2,1,1,232.558139534884,20,0,1,0,0
4,45,35,5,2,1,1,232.558139534884,45,1,0,0,0
8,42,28,5,3,1,1,232.558139534884,42,1,0,0,0
7,45,32,6,1,1,1,232.558139534884,45,0,1,0,0
11,40,23,6,1,1,1,232.558139534884,40,0,1,0,0
8,44,30,4,4,1,0,232.558139534884,26,0,1,0,0
8,40,26,4,4,1,0,232.558139534884,0,0,0,0,0
12,29,11,4,4,1,0,232.558139534884,28,1,0,0,0
11,21,4,4,4,1,0,232.558139534884,21,1,0,0,0
15,32,11,5,5,1,0,232.558139534884,29,1,0,0,0
14,37,17,4,5,1,0,232.558139534884,33,1,0,0,0
4,47,37,4,5,1,0,232.558139534884,NA,1,0,0,0
12,27,9,4,5,1,0,232.558139534884,25,1,0,0,0
7,26,13,6,5,1,0,232.558139534884,23,0,1,0,0
8,35,21,6,5,1,0,232.558139534884,31,0,1,0,0
15,38,17,5,4,1,1,232.558139534884,33,0,1,0,0
9,38,23,4,4,1,0,232.558139534884,28,1,0,0,0
12,36,18,3,5,1,0,232.558139534884,36,1,0,0,0
12,26,8,3,5,1,0,232.558139534884,14,1,0,0,0
12,34,16,3,5,1,0,232.558139534884,32,1,0,0,0
10,41,25,3,5,1,0,232.558139534884,41,0,1,0,0
11,35,18,3,5,1,0,232.558139534884,35,1,0,0,1
12,16,-2,3,5,1,0,232.558139534884,6,1,0,0,0
8,47,33,5,5,1,1,232.558139534884,44,1,0,0,0
8,34,20,5,3,1,1,232.558139534884,34,1,0,0,0
11,27,10,2,3,1,1,232.558139534884,2,1,0,0,0
6,42,30,6,4,1,0,232.558139534884,20,0,1,0,0
14,25,5,6,4,1,0,232.558139534884,24,1,0,0,0
14,39,19,6,5,1,0,232.558139534884,29,1,0,0,0
12,23,5,5,5,1,0,232.558139534884,8,1,0,0,0
10,34,18,6,2,1,1,232.558139534884,20,1,0,0,0
10,35,19,2,5,1,0,232.558139534884,33,1,0,0,0
12,43,25,2,5,1,0,232.558139534884,43,0,1,0,0
12,34,16,3,5,1,0,232.558139534884,30,1,0,0,0
12,42,24,3,5,1,0,232.558139534884,42,0,0,0,0
8,37,23,3,4,1,0,232.558139534884,23,1,0,0,0
12,35,17,3,5,1,0,232.558139534884,35,0,1,0,0
12,32,14,3,5,1,0,232.558139534884,32,0,1,0,0
10,39,23,3,2,1,1,232.558139534884,39,1,0,0,0
14,29,9,7,2,1,1,232.558139534884,26,0,1,0,0
10,36,20,7,3,1,1,232.558139534884,36,0,1,0,0
8,38,24,7,4,1,1,232.558139534884,18,0,1,0,0
10,33,17,3,3,1,0,232.558139534884,33,1,0,0,0
12,45,27,3,3,1,1,232.558139534884,45,1,0,0,0
8,46,32,3,2,1,1,232.558139534884,46,1,0,0,0
15,28,7,3,4,1,1,232.558139534884,26,1,0,0,0
16,28,6,3,5,1,1,232.558139534884,28,1,0,0,0
14,28,8,5,3,1,1,232.558139534884,28,1,0,0,0
12,20,2,5,3,1,1,232.558139534884,20,0,1,0,0
14,43,23,4,4,1,0,232.558139534884,28,0,1,0,0
14,34,14,4,4,1,0,232.558139534884,34,0,1,0,0
9,45,30,4,2,1,1,232.558139534884,21,1,0,0,0
9,36,21,4,4,1,1,232.558139534884,29,0,1,0,0
8,21,7,4,3,1,1,232.558139534884,21,0,0,0,0
12,22,4,5,4,1,0,232.558139534884,22,0,1,0,0
15,35,14,5,4,1,0,232.558139534884,26,1,0,0,0
12,35,17,5,4,1,1,232.558139534884,29,1,0,0,0
12,34,16,5,4,1,1,232.558139534884,18,1,0,0,0
12,28,10,5,3,1,1,232.558139534884,28,0,1,0,0
12,28,10,2,3,1,1,232.558139534884,6,1,0,0,0
8,40,26,2,1,1,1,232.558139534884,40,1,0,0,0
